id,dv_response,dv_balance,EM_MONTHS_LAST_OPEN,EM_COUNT_VALID,EM_ALL_OPT_OUT_FLAG,POS_NUM_ORDERS,POS_REVENUE_BASE,POS_MNTHS_LAST_ORDER,POS_REVENUE_TOTAL,POS_MARGIN_TOTAL,POS_TOT_REVPERSYS,POS_LAST_ORDER_DPA,POS_LAST_TOTAL_REVENUE,POS_NUM_ORDERS_24MO,POS_SP_QTY_24MO,POS_MARGIN_TOTAL_12MO,POS_REVENUE_TOTAL_6MO,WEB_MNTHS_SINCE_LAST_SES,IID_COUNT,HH_INCOME,HH_AGE,EM_NUM_OPEN_30,SH_MNTHS_LAST_INQUIRED,SH_INQUIRED_LAST3MO,SH_INQUIRED_LAST12MO,pos_mo_btwn_fst_lst_order,WEB_CNT_IID_ACCESSED,POS_REVENUE_BASE_SP_6MO
5125,0,0.0,,,,1,0.0,19.5483871,1272.97,56.07,,0,1272.97,1,3,,,,,,,,,,,0.0,,
5126,0,0.0,,1.0,0.0,4,1004.84,19.35483871,1053.82,190.728,1053.82,0,21.99,1,1,,,,,,,,,,,36.16129032,,
5127,0,0.0,30.84767025,4.0,0.0,9,490.01,18.64516129,1838.463,325.804,1838.463,0,79.99,2,2,,,18.11589008,,,,,,,,77.0,,
5128,0,0.0,53.48387097,1.0,1.0,1,0.0,15.35483871,65.99,48.655,,0,65.99,1,1,,,,,,,,,,,0.0,,
5129,0,0.0,12.90442055,2.0,0.0,10,673.795,17.5483871,998.024,128.958,998.024,0,43.98,1,2,,,0.513739545,,,,,,,,65.77419355,,
5130,0,0.0,26.91218638,2.0,0.0,4,0.0,10.83870968,413.48,87.34,,0,109.76,2,10,21.69,,0.604540023,,,,,,,,26.74193548,,
5131,1,1935.61,3.658303464,3.0,0.0,15,2234.78,3.387096774,5219.094,1175.498,2609.547,1,136.0,5,7,83.068,136.0,1.055555555,10.0,124999.0,66.0,49.0,29.93548387,0.0,0.0,109.9354839,1.0,136.0
5132,1,28.99,0.185185185,2.0,0.0,13,1452.104,1.774193548,2536.01,672.007,2536.01,0,57.98,6,19,55.238,84.97,1.764635603,4.0,99999.0,36.0,596.0,99.32258065,0.0,0.0,71.96774194,1.0,84.97
5133,0,0.0,,2.0,0.0,3,1742.9,11.41935484,2377.275,531.292,1188.6375,0,971.88,1,5,131.788,,10.16069295,,,,,,,,61.70967742,,
5134,1,391.99,4.419354838,4.0,0.0,7,5.05,23.03225806,696.37,195.994,,0,133.96,1,5,,,,,,,,,,,86.25806452,,
5135,0,0.0,,2.0,1.0,21,2600.221,8.258064516,6261.227,400.938,1252.2454,1,73.98,3,16,43.869,,2.913381123,4.0,99999.0,54.0,,83.90322581,0.0,0.0,94.64516129,1.0,
5136,1,628.96,10.31899642,4.0,0.0,10,1084.99,10.22580645,1898.38,58.113,949.19,1,457.97,3,13,-18.856,,1.020310633,2.0,124999.0,50.0,1.0,14.19354839,0.0,0.0,51.96774194,0.0,
5137,0,0.0,11.60872162,1.0,0.0,4,0.0,3.29032258,48.96,-25.584,,0,9.99,2,2,-0.01,9.99,3.149342891,,,,,,,,30.77419355,,9.99
5138,0,0.0,0.447431302,3.0,0.0,19,5670.697,5.419354838,8525.997,2146.455,1705.1994,0,25.98,2,4,688.729,25.98,2.142771804,,,,,,,,103.2580645,,25.98
5139,1,688.97,20.65053763,4.0,0.0,6,4727.821,6.709677419,5052.366,84.046,721.766571,1,897.49,1,2,151.491,,0.255675029,,,,,,,,80.51612903,,
5140,1,66.98,17.81780167,3.0,0.0,16,5891.88,21.83870968,8441.377,2538.881,2110.34425,0,101.91,1,5,,,2.810035842,,,,,,,,92.03225806,,
5141,0,0.0,11.60872162,1.0,1.0,2,2127.66,6.774193548,2563.89,483.485,1281.945,0,1347.96,1,1,303.002,,1.527479091,,,,,,,,19.80645161,,
5142,0,0.0,,1.0,0.0,6,756.39,17.35483871,1591.58,50.596,795.79,0,89.0,1,1,,,12.78136201,,,,,,,,56.77419355,,
5143,0,0.0,,1.0,0.0,12,1611.88,14.41935484,2365.28,246.12,788.426667,1,36.98,2,2,,,2.673835125,,,,,,,,67.12903226,,
5144,0,0.0,,,,1,545.79,24.0,602.748,52.292,602.748,0,602.748,1,49,,,,,,,,,,,0.0,,
5145,0,0.0,,,,1,656.99,7.032258064,713.97,88.278,713.97,0,713.97,1,1,88.278,,6.410394265,,,,,,,,0.0,,
5146,1,399.99,0.052568697,2.0,0.0,2,481.99,6.451612903,638.95,11.101,638.95,0,538.97,2,3,11.101,,,7.0,74999.0,70.0,17.0,28.48387097,0.0,0.0,0.451612903,0.0,
5147,0,0.0,,2.0,0.0,4,2288.342,0.29032258,2637.277,298.651,879.092333,1,587.99,1,2,20.295,587.99,,,,,,,,,109.4193548,,569.99
5148,0,0.0,6.391875746,1.0,0.0,1,0.0,1.258064516,119.99,42.44,,0,119.99,1,2,42.44,119.99,,4.0,34999.0,94.0,1.0,121.9032258,0.0,0.0,0.0,0.0,119.99
5149,1,47.98,,1.0,0.0,7,0.0,9.93548387,571.18,254.57,,0,43.98,2,4,10.76,,9.918160095,,,,,,,,95.48387097,,
5150,0,0.0,30.72162485,2.0,0.0,8,829.95,7.612903225,2016.976,492.1,2016.976,0,133.717,5,19,137.549,,7.609916367,6.0,124999.0,51.0,58.0,71.06451613,0.0,0.0,36.80645161,1.0,
5151,0,0.0,52.3255675,1.0,0.0,2,1327.0,23.09677419,1405.0,300.764,1405.0,0,29.0,1,1,,,,,,,,,,,29.32258065,,
5152,1,891.96,14.0,4.0,0.0,2,0.0,13.12903226,254.0,50.675,,1,70.0,1,1,,,7.053166069,8.0,74999.0,60.0,72.0,69.48387097,0.0,0.0,35.74193548,0.0,
5153,0,0.0,,1.0,0.0,1,2949.99,0.774193548,3323.96,914.377,3323.96,0,3323.96,1,4,914.377,3323.96,0.511947431,,,,,,,,0.0,,3224.96
5154,0,0.0,2.663082437,3.0,0.0,4,1856.1,13.64516129,2709.21,191.483,1354.605,0,954.99,1,2,,,13.59976105,7.0,99999.0,65.0,13.0,72.19354839,0.0,0.0,100.0,1.0,
5155,1,405.93,45.64516129,3.0,0.0,18,841.98,15.09677419,3441.287,1573.497,3441.287,1,35.98,7,10,,,,,,,,,,,43.77419355,,
5156,1,22.99,1.436678614,1.0,0.0,12,946.64,14.96774194,1844.097,474.788,1844.097,1,60.27,2,5,,,,,,,,,,,89.25806452,,
5157,0,0.0,45.64157706,1.0,1.0,2,235.0,13.58064516,421.05,54.5,,0,107.06,1,5,,,13.54958184,,,,,,,,51.19354839,,
5158,1,188.47,,,,2,0.0,11.4516129,250.22,144.22,,0,188.52,2,6,117.426,,,,,,,,,,10.5483871,,
5159,0,0.0,18.91218638,2.0,0.0,1,471.87,20.03225806,650.14,147.083,650.14,1,650.14,1,2,,,,,,,,,,,0.0,,
5160,0,0.0,49.0,1.0,0.0,2,1223.994,23.93548387,1469.099,235.067,1469.099,0,23.99,1,1,,,,,,,,,,,82.29032258,,
5161,0,0.0,,3.0,0.0,4,835.151,9.580645161,984.55,113.065,984.55,0,54.98,1,3,36.16,,,,,,,,,,68.58064516,,
5162,0,0.0,,1.0,0.0,2,1990.801,19.12903226,2340.726,610.135,1170.363,0,760.95,1,2,,,,,,,,,,,68.22580645,,
5163,1,139.99,0.216845878,2.0,0.0,12,2290.86,0.322580645,4596.59,1100.147,2298.295,1,149.98,12,27,637.931,1210.93,0.075866188,6.0,99999.0,97.0,62.0,45.48387097,0.0,0.0,15.51612903,1.0,952.93
5164,0,0.0,0.200119474,4.0,0.0,5,1704.11,21.38709677,2799.703,560.805,1399.8515,0,65.99,1,1,,,16.88470729,41.0,99999.0,86.0,54.0,8.096774193,0.0,1.0,57.35483871,0.0,
5165,0,0.0,28.67144564,2.0,0.0,14,989.34,7.709677419,2251.818,608.544,1125.909,0,77.97,2,4,26.47,,5.669056152,,,,,,,,88.19354839,,
5166,1,850.99,36.42174432,4.0,0.0,7,552.99,1.225806451,1311.26,288.761,1311.26,1,747.33,1,2,112.141,747.33,0.044205495,8.0,99999.0,49.0,204.0,79.09677419,0.0,0.0,91.38709677,1.0,553.99
5167,0,0.0,52.03643967,5.0,0.0,7,4781.742,2.774193548,5990.196,1681.88,1996.732,0,269.0,2,3,227.0,269.0,2.098566308,,,,,,,,100.483871,,0.0
5168,0,0.0,,1.0,0.0,1,434.99,10.87096774,440.99,23.998,440.99,1,440.99,1,1,23.998,,,,,,,,,,0.0,,
5169,1,249.0,2.535244922,1.0,0.0,23,13063.73,0.93548387,14998.221,-333.288,441.124147,0,249.0,18,57,-322.072,2298.98,0.094982078,9.0,34999.0,28.0,574.0,24.93548387,0.0,0.0,30.29032258,1.0,2152.0
5170,1,391.99,0.374551971,1.0,0.0,1,421.99,4.064516129,479.99,59.525,479.99,0,479.99,1,2,59.525,479.99,0.493428912,,,,,,,,0.0,,422.99
5171,0,0.0,,1.0,0.0,6,2461.686,21.12903226,2838.846,575.018,946.282,0,893.16,1,1,,,,,,,,,,,105.0645161,,
5172,0,0.0,11.19175627,2.0,0.0,6,2154.872,13.09677419,3318.008,1117.731,1106.002667,0,249.0,1,1,,,,,,,,,,,77.29032258,,
5173,0,0.0,23.77718041,2.0,0.0,3,756.97,23.16129032,806.95,152.224,806.95,0,691.98,1,2,,,10.95639188,,,,,,,,23.09677419,,
5174,1,409.96,,2.0,0.0,19,4603.88,2.064516129,10104.232,3505.281,10104.232,0,145.98,3,13,252.47,145.98,1.915770609,5.0,74999.0,72.0,3.0,126.9677419,0.0,0.0,93.12903226,1.0,145.98
5175,0,0.0,,2.0,0.0,5,553.341,9.612903225,1852.5,39.094,1852.5,0,89.07,2,9,24.74,,0.658900836,,,,,,,,80.96774194,,
5176,1,66.98,0.524492234,1.0,0.0,4,901.98,4.322580645,2028.957,-20.45,2028.957,0,31.99,2,3,12.239,31.99,8.514934289,10.0,199999.0,48.0,105.0,57.67741935,0.0,0.0,44.67741935,1.0,31.99
5177,0,0.0,,,,2,906.0,8.451612903,928.0,-156.429,464.0,0,359.0,1,2,-135.798,,8.424133811,,,,,,,,20.74193548,,
5178,0,0.0,17.83094385,2.0,0.0,3,2673.019,18.19354839,3254.745,602.2,1084.915,0,1602.27,1,2,,,,9.0,24999.0,61.0,6.0,50.83870968,0.0,0.0,71.80645161,0.0,
5179,0,0.0,12.89127838,3.0,0.0,13,4341.78,6.258064516,6251.688,1592.671,1562.922,1,64.99,3,3,4.33,,4.443847072,,,,,,,,60.0,,
5180,0,0.0,,,,1,0.0,3.612903225,32.99,20.472,,0,32.99,1,1,20.472,32.99,,,,,,,,,0.0,,32.99
5181,0,0.0,9.070489844,1.0,0.0,1,856.13,17.35483871,1034.09,287.368,1034.09,1,1034.09,1,3,,,15.35663082,,,,,,,,0.0,,
5182,0,0.0,0.039426523,2.0,0.0,4,1974.99,4.483870967,2412.397,196.316,1206.1985,1,1469.0,1,4,135.713,1469.0,0.751493428,,,,,,,,48.96774194,,1469.0
5183,1,383.99,21.65352449,4.0,0.0,16,2236.345,21.67741935,3135.285,157.126,783.82125,1,599.98,1,2,,,0.716248506,8.0,124999.0,66.0,32.0,83.90322581,0.0,0.0,68.32258065,1.0,
5184,0,0.0,0.137992831,1.0,0.0,1,6.99,15.16129032,53.98,16.69,,0,53.98,1,1,,,14.86499403,,,,,,,,0.0,,
5185,1,248.99,0.07646356,3.0,0.0,2,1412.212,21.70967742,1975.936,861.569,1975.936,0,128.789,1,2,,,0.073476702,3.0,124999.0,58.0,164.0,138.9032258,0.0,0.0,87.0,1.0,
5186,0,0.0,,1.0,0.0,3,0.0,20.4516129,543.13,234.198,,0,253.94,2,4,,,,,,,,,,,47.41935484,,
5187,0,0.0,,2.0,0.0,3,1060.197,23.32258065,1809.262,67.048,904.631,0,613.97,1,1,,,14.70430108,,,,,,,,88.77419355,,
5188,0,0.0,5.290919952,9.0,0.0,8,4782.987,10.09677419,5609.736,717.563,934.956,0,474.99,2,2,21.573,,7.135603345,,,,,,,,79.5483871,,
5189,1,981.84,17.26164875,4.0,0.0,4,2670.12,7.258064516,3277.12,271.161,819.28,0,660.97,2,3,-189.55,,1.341696535,,,,,,,,61.0,,
5190,0,0.0,2.647550776,2.0,0.0,2,1467.551,8.64516129,1863.256,16.641,931.628,0,554.98,1,2,-277.802,,7.320191158,,,,,,,,76.12903226,,
5191,1,30.99,10.0,3.0,0.0,12,1450.911,10.90322581,1934.61,396.474,967.305,0,23.99,3,3,7.91,,7.914575866,,,,,,,,79.80645161,,
5192,0,0.0,20.09020311,1.0,1.0,7,2406.614,10.06451613,3149.764,454.201,1574.882,0,159.0,2,3,124.71,,4.669056152,6.0,99999.0,73.0,33.0,130.7419355,0.0,0.0,60.64516129,1.0,
5193,1,649.89,20.35782557,22.0,0.0,121,7717.51,0.258064516,46949.681,19744.006,5216.631222,0,3321.0,36,217,4603.76,7158.3,0.011947431,94.0,,51.0,542.0,10.09677419,0.0,1.0,103.7419355,1.0,7158.3
5194,0,0.0,11.70908005,3.0,0.0,3,1307.904,11.35483871,1376.594,163.964,688.297,0,59.99,1,1,15.99,,11.3046595,,,,,,,,55.32258065,,
5195,1,679.93,5.526284348,21.0,0.0,2,577.261,2.838709677,912.241,104.792,912.241,1,334.98,1,2,66.5,334.98,0.657706093,,,,,,,,88.61290323,,334.98
5196,1,89.07,,4.0,0.0,33,2342.496,4.096774193,5505.634,1091.552,2752.817,0,116.96,4,19,67.5,116.96,0.409796893,,,,,,,,140.3870968,,116.96
5197,0,0.0,7.952210274,1.0,0.0,1,0.0,23.83870968,114.99,3.83,,0,114.99,1,1,,,,,,,,,,,0.0,,
5198,0,0.0,,1.0,0.0,1,734.98,10.5483871,861.25,97.776,861.25,0,861.25,1,3,97.776,,3.236559139,,,,,,,,0.0,,
5199,0,0.0,,2.0,0.0,1,0.0,5.580645161,65.99,49.936,,0,65.99,1,1,49.936,65.99,5.557945041,,,,,,,,0.0,,65.99
5200,0,0.0,,4.0,0.0,7,614.587,4.612903225,1469.552,455.659,1469.552,0,109.99,1,1,65.23,109.99,,,,,,,,,79.0,,109.99
5201,0,0.0,0.611111111,2.0,0.0,1,533.99,18.22580645,576.97,-54.943,576.97,0,576.97,1,1,,,1.719832735,,,,,,,,0.0,,
5202,0,0.0,48.34050179,2.0,0.0,3,0.0,9.419354838,318.95,233.409,,0,199.0,2,3,126.459,,9.39725209,,,,,,,,96.4516129,,
5203,0,0.0,38.65591398,3.0,0.0,2,561.98,19.09677419,841.2,122.236,841.2,0,656.27,1,1,,,,,,,,,,,25.5483871,,
5204,0,0.0,52.46594982,1.0,0.0,8,880.99,1.0,1804.51,421.557,1804.51,0,98.97,1,4,41.022,98.97,1.0,11.0,,,2.0,79.09677419,0.0,0.0,55.51612903,0.0,98.97
5205,1,29.99,1.313620071,4.0,0.0,5,1315.194,4.354838709,2540.195,670.561,1270.0975,0,590.45,1,1,53.175,590.45,0.363799283,5.0,124999.0,61.0,8.0,10.4516129,0.0,1.0,69.61290323,0.0,533.45
5206,1,94.97,22.74492234,3.0,0.0,8,1018.98,2.967741935,2104.159,613.754,2104.159,0,112.46,6,26,216.568,242.46,1.341099163,,,,,,,,22.48387097,,242.46
5207,0,0.0,,2.0,0.0,6,2862.004,1.774193548,3057.174,218.927,764.2935,0,458.98,1,2,-11.39,458.98,1.383512544,4.0,149999.0,47.0,64.0,143.8709677,0.0,0.0,92.41935484,1.0,409.98
5208,0,0.0,,0.0,0.0,3,677.99,22.77419355,705.98,-48.091,705.98,0,79.99,1,1,,,,,,,,,,,67.41935484,,
5209,0,0.0,62.42771804,4.0,0.0,7,3640.06,16.09677419,5322.399,1230.588,2661.1995,0,599.99,1,1,,,15.18160096,,,,,,,,92.5483871,,
5210,1,385.98,,2.0,0.0,8,1894.997,2.322580645,2676.397,-668.987,892.132333,0,477.99,1,1,51.55,477.99,0.32078853,,,,,,,,99.96774194,,477.99
5211,0,0.0,,2.0,0.0,2,1277.984,3.64516129,1341.984,109.897,670.992,0,399.99,1,1,-36.824,399.99,3.594982078,,,,,,,,95.70967742,,350.99
5212,1,239.0,37.38530466,1.0,0.0,28,2978.354,14.74193548,8357.372,2902.826,1671.4744,1,53.97,2,3,,,0.050179211,17.0,49999.0,97.0,6.0,28.22580645,0.0,0.0,55.96774194,1.0,
5213,0,0.0,0.310633213,1.0,0.0,1,1049.0,5.387096774,1049.0,137.871,1049.0,0,1049.0,1,1,137.871,1049.0,4.888888888,,,,,,,,0.0,,1049.0
5214,0,0.0,0.196535244,1.0,0.0,6,2242.151,5.419354838,2440.57,344.268,813.523333,0,807.99,1,1,181.347,807.99,5.415173237,,,,,,,,76.67741935,,789.99
5215,1,512.78,19.8046595,1.0,0.0,13,3922.704,22.58064516,5823.803,738.803,1164.7606,0,480.95,1,2,,,,6.0,199999.0,52.0,143.0,10.09677419,0.0,1.0,88.0,0.0,
5216,1,209.97,0.900238948,3.0,0.0,4,2921.577,7.064516129,2977.935,298.024,992.645,0,203.99,1,1,-89.823,,3.0,,,,,,,,80.25806452,,
5217,0,0.0,1.0,4.0,0.0,8,2705.57,2.838709677,3119.42,53.826,779.855,0,1026.97,2,2,92.625,1026.97,1.216248506,,,,,,,,114.4193548,,930.99
5218,0,0.0,17.81003584,1.0,0.0,7,1675.98,14.64516129,3307.514,1153.675,3307.514,0,239.0,1,1,,,,3.0,74999.0,72.0,17.0,73.0,0.0,0.0,27.80645161,0.0,
5219,1,221.88,1.532855436,23.0,0.0,38,6088.645,5.354838709,12624.735,935.646,1402.748333,0,269.85,5,48,151.425,269.85,0.272998805,394.0,,40.0,568.0,10.4516129,0.0,1.0,98.64516129,5.0,269.85
5220,0,0.0,0.001792114,2.0,0.0,3,868.99,12.51612903,1522.554,265.217,1522.554,0,398.0,1,4,,,6.531660692,,,,,,,,35.80645161,,
5221,0,0.0,15.52150538,1.0,0.0,1,563.39,19.38709677,606.37,39.225,606.37,0,606.37,1,1,,,,,,,,,,,0.0,,
5222,0,0.0,,1.0,1.0,5,1333.97,10.48387097,1999.848,453.908,999.924,0,197.708,4,8,263.108,,11.09139785,,,,,,,,82.67741935,,
5223,0,0.0,,1.0,0.0,2,1450.09,15.87096774,1886.199,411.868,943.0995,0,897.16,1,3,,,15.84348865,7.0,199999.0,53.0,0.0,13.74193548,0.0,0.0,68.22580645,1.0,
5224,1,189.99,0.081839904,2.0,0.0,26,2192.562,3.419354838,5220.826,1548.639,2610.413,1,147.94,7,31,336.605,147.94,1.775388291,3.0,149999.0,55.0,177.0,122.7419355,0.0,0.0,99.64516129,1.0,147.94
5225,1,498.57,0.148745519,5.0,0.0,9,2346.33,11.22580645,3575.918,480.933,1191.972667,1,822.65,1,4,207.305,,0.139187574,7.0,49999.0,63.0,44.0,26.29032258,0.0,0.0,97.22580645,1.0,
5226,1,90.21,20.4390681,1.0,0.0,5,413.0,15.5483871,797.447,-8.993,797.447,0,78.26,1,5,,,,,,,,,,,30.16129032,,
5227,1,129.95,8.144563918,2.0,0.0,9,1678.99,2.096774193,3194.586,359.4,1064.862,1,239.0,5,6,204.82,612.98,2.091397849,6.0,199999.0,54.0,14.0,51.06451613,0.0,0.0,48.77419355,1.0,373.98
5228,0,0.0,,2.0,0.0,5,4655.84,1.129032258,6208.575,2248.731,2069.525,0,980.5,1,1,211.322,980.5,0.960573476,,,,,,,,97.22580645,,629.99
5229,0,0.0,4.0,1.0,0.0,1,0.0,4.0,36.92,36.92,,1,36.92,1,1,36.92,36.92,,,,,,,,,0.0,,0.0
5230,0,0.0,33.54540024,3.0,0.0,1,586.06,0.419354838,623.05,109.694,623.05,0,623.05,1,3,109.694,623.05,,,,,,,,,0.0,,605.05
5231,0,0.0,3.224611708,3.0,0.0,4,1324.99,4.387096774,1583.93,3.814,791.965,1,656.96,3,5,13.169,656.96,4.348864994,,,,,,,,79.90322581,,599.98
5232,1,61.98,,1.0,1.0,32,836.507,0.29032258,3995.708,1547.425,3995.708,0,348.95,6,21,298.079,348.95,0.221027479,,,,,,,,81.51612903,,0.0
5233,0,0.0,,1.0,0.0,13,1928.741,23.5483871,4163.214,619.941,2081.607,1,469.99,1,1,,,3.898446833,,,,,,,,60.09677419,,
5234,1,389.99,51.10692951,3.0,0.0,8,3446.39,10.06451613,3970.44,450.294,992.61,0,110.98,1,3,61.73,,,,,,,,,,88.35483871,,
5235,1,25.49,0.791517323,4.0,0.0,5,2015.484,0.322580645,2577.864,464.578,1288.932,0,79.95,4,10,266.26,1606.37,0.063321385,,,,,,,,102.8064516,,1461.39
5236,0,0.0,,1.0,0.0,1,753.99,22.48387097,798.97,-292.046,798.97,0,798.97,1,2,,,0.944444444,,,,,,,,0.0,,
5237,0,0.0,,1.0,0.0,10,0.0,10.58064516,1122.62,281.92,,0,120.56,1,5,23.01,,1.961768219,7.0,74999.0,76.0,,137.3225806,0.0,0.0,90.96774194,1.0,
5238,0,0.0,3.346475507,3.0,0.0,5,1456.97,6.483870967,1993.87,246.968,996.935,1,179.98,3,11,31.64,,3.77897252,,,,,,,,64.03225806,,
5239,0,0.0,,1.0,0.0,4,765.14,10.77419355,1058.08,15.683,529.04,0,49.99,3,3,36.616,,10.47670251,5.0,99999.0,98.0,15.0,46.22580645,0.0,0.0,67.83870968,1.0,
5240,0,0.0,33.39307049,1.0,0.0,3,779.99,7.677419354,1382.498,421.635,1382.498,0,239.0,2,4,234.87,,1.41636798,,,,,,,,25.90322581,,
5241,0,0.0,,4.0,0.0,3,1169.98,2.0,1309.96,86.882,654.98,0,576.97,1,1,-59.566,576.97,2.0,,,,,,,,63.74193548,,519.99
5242,1,99.99,0.016129032,4.0,0.0,12,4499.884,13.70967742,6036.901,1222.215,1207.3802,0,588.97,1,1,,,0.006571087,,,,,,,,86.83870968,,
5243,0,0.0,0.138590203,3.0,0.0,4,1532.96,2.741935483,2077.9,56.642,692.633333,0,578.95,3,8,33.42,578.95,2.440262843,,,,,,,,26.90322581,,529.95
5244,1,390.01,,2.0,0.0,6,2192.719,2.516129032,3197.551,604.672,1065.850333,0,238.92,2,3,183.031,238.92,2.391875746,,,,,,,,97.41935484,,0.0
5245,0,0.0,,2.0,1.0,3,1195.99,3.967741935,1420.76,-9.994,710.38,0,723.97,1,1,-21.466,723.97,3.669056152,,,,,,,,87.19354839,,666.99
5246,0,0.0,29.19892473,3.0,0.0,14,1614.09,2.193548387,2978.997,775.142,1489.4985,0,83.99,1,1,44.616,83.99,2.777180406,,,,,,,,85.61290323,,83.99
5247,0,0.0,1.593787335,1.0,0.0,1,586.61,11.64516129,674.58,2.518,674.58,0,674.58,1,3,2.518,,2.965352449,,,,,,,,0.0,,
5248,0,0.0,11.84468339,3.0,0.0,6,1986.99,12.64516129,3022.569,458.531,1007.523,1,71.99,2,4,,,12.91397849,,,,,,,,32.12903226,,
5249,0,0.0,7.80943847,2.0,0.0,7,3766.057,8.129032258,4624.034,1400.469,1541.344667,0,737.87,1,1,28.971,,1.905615292,,,,,,,,87.51612903,,
5250,0,0.0,,1.0,0.0,1,750.0,14.29032258,1157.99,276.041,1157.99,1,1157.99,1,2,,,,,,,,,,,0.0,,
5251,0,0.0,,2.0,0.0,5,888.57,19.87096774,1482.82,377.241,1482.82,1,1316.95,1,3,,,7.526284348,5.0,124999.0,44.0,27.0,11.29032258,0.0,1.0,87.93548387,1.0,
5252,0,0.0,0.213261648,1.0,0.0,2,397.17,14.41935484,722.15,103.182,722.15,0,432.17,1,1,,,14.41756272,,,,,,,,40.25806452,,
5253,0,0.0,,,,3,1445.97,4.193548387,1790.558,-49.019,596.852667,0,1181.95,1,3,-8.828,1181.95,4.0,,,,,,,,43.93548387,,1075.97
5254,0,0.0,8.559737156,2.0,0.0,2,6.99,23.19354839,105.92,39.86,,0,46.98,1,1,,,,,,,,,,,44.12903226,,
5255,0,0.0,4.648148148,1.0,0.0,3,626.99,5.161290322,788.94,44.906,788.94,0,731.95,1,3,104.864,731.95,4.601553166,,,,,,,,111.1612903,,669.97
5256,0,0.0,27.2437276,2.0,0.0,7,4216.19,16.5483871,5080.748,709.434,1016.1496,0,838.97,1,1,,,16.49820789,7.0,250001.0,79.0,258.0,79.09677419,0.0,0.0,86.58064516,1.0,
5257,0,0.0,0.153524492,2.0,0.0,1,9.99,20.16129032,35.98,11.02,,0,35.98,1,1,,,,,,,,,,,0.0,,
5258,1,122.111,10.09677419,2.0,0.0,8,2494.98,17.58064516,3731.801,1025.29,1865.9005,1,121.711,2,3,,,5.399044205,,,,,,,,56.51612903,,
5259,1,499.89,30.38888889,2.0,0.0,5,440.99,0.096774193,1154.322,37.987,1154.322,1,0.9,1,1,0.9,0.9,10.27120669,13.0,24999.0,31.0,238.0,49.38709677,0.0,0.0,36.48387097,1.0,0.9
5260,0,0.0,2.256272401,2.0,0.0,5,3626.06,2.258064516,4189.21,865.971,1396.403333,0,70.98,4,11,557.497,2235.21,2.112305854,,,,,,,,110.2580645,,1890.03
5261,0,0.0,,1.0,0.0,10,422.337,10.35483871,1142.565,255.05,1142.565,0,57.99,2,2,22.43,,10.27956989,,,,,,,,89.19354839,,
5262,0,0.0,,2.0,0.0,20,6197.306,4.387096774,7546.46,2011.204,1078.065714,1,15.0,5,21,174.648,225.97,2.100955794,,,,,,,,102.0967742,,225.97
5263,0,0.0,,,,1,2054.02,15.19354839,2613.0,723.965,2613.0,0,2613.0,1,3,,,,,,,,,,,0.0,,
5264,0,0.0,28.32198327,2.0,0.0,3,443.76,9.677419354,968.94,354.36,968.94,0,509.98,1,2,10.844,,9.29808841,,,,,,,,58.09677419,,
5265,0,0.0,41.31421744,1.0,0.0,2,664.05,6.225806451,977.62,154.745,977.62,0,837.64,1,2,107.525,,6.016129032,9.0,34999.0,68.0,450.0,79.09677419,0.0,0.0,58.41935484,1.0,
5266,1,52.97,12.24611708,2.0,0.0,5,1357.07,12.38709677,2359.561,395.388,1179.7805,0,71.96,2,7,,,12.23715651,,,,,,,,88.09677419,,
5267,0,0.0,12.67264038,1.0,0.0,2,578.12,14.38709677,687.11,103.713,687.11,0,36.98,1,1,,,,,,,,,,,56.67741935,,
5268,0,0.0,1.729390681,4.0,0.0,4,617.98,7.387096774,1031.78,251.675,1031.78,0,129.0,2,4,211.165,,0.454599761,,,,,,,,99.67741935,,
5269,0,0.0,,1.0,0.0,3,525.99,19.90322581,1186.79,328.5,1186.79,1,298.95,3,6,,,5.229988052,,,,,,,,2.064516129,,
5270,1,199.99,0.073476702,1.0,0.0,1,970.0,0.322580645,1412.58,280.298,1412.58,0,1412.58,1,2,280.298,1412.58,0.050776583,6.0,74999.0,55.0,17.0,26.87096774,0.0,0.0,0.0,0.0,997.99
5271,1,286.66,0.046594982,5.0,0.0,25,8487.154,4.580645161,14028.53,1668.543,2805.706,1,167.99,3,8,708.827,2566.13,0.006571087,12.0,74999.0,62.0,883.0,83.90322581,0.0,0.0,86.87096774,1.0,2467.13
5272,0,0.0,17.94802867,2.0,0.0,5,2273.499,9.258064516,2889.095,271.889,722.27375,1,391.99,1,1,-44.956,,,,,,,,,,86.61290323,,
5273,1,638.97,1.045400238,2.0,0.0,2,1129.98,13.4516129,1375.155,-46.568,687.5775,1,449.99,1,1,,,0.315412186,,,,,,,,29.51612903,,
5274,0,0.0,,1.0,0.0,2,836.98,5.838709677,1583.55,591.133,1583.55,0,239.0,2,5,173.75,239.0,5.18339307,,,,,,,,12.32258065,,0.0
5275,0,0.0,,2.0,0.0,4,652.99,15.58064516,1219.26,35.284,609.63,0,447.17,3,7,,,3.027479091,,,,,,,,35.32258065,,
5276,0,0.0,,,,7,2498.29,10.09677419,3586.064,-23.022,717.2128,1,612.89,1,1,90.815,,9.964157706,,,,,,,,100.1290323,,
